Transcript,Gene
TRINITY_DN70_c0_g1_i5,SMUF2
TRINITY_DN70_c3_g1_i5,TBL2
TRINITY_DN7000_c0_g2_i14,DCMC
TRINITY_DN7000_c0_g2_i16,DCMC
TRINITY_DN7000_c0_g2_i5,DCMC
TRINITY_DN70002_c1_g1_i5,S17A5
TRINITY_DN70009_c0_g1_i4,POL2
TRINITY_DN7001_c0_g1_i1,PRS7
TRINITY_DN70012_c0_g2_i1,DHDH
TRINITY_DN70016_c0_g1_i1,PK1L2
TRINITY_DN7002_c1_g1_i7,FBX10
TRINITY_DN70034_c1_g1_i1,CALM
TRINITY_DN70034_c1_g1_i3,CALM
TRINITY_DN70045_c0_g1_i1,S13A5
TRINITY_DN70049_c0_g3_i1,GCY3E
TRINITY_DN70055_c0_g1_i1,AOP1C
TRINITY_DN70061_c0_g1_i1,MTU1
TRINITY_DN70061_c0_g1_i3,MTU1
TRINITY_DN70071_c0_g2_i1,SRC
TRINITY_DN7008_c0_g1_i6,RS12
TRINITY_DN70080_c0_g2_i2,RN213
TRINITY_DN70123_c0_g1_i2,V024
TRINITY_DN70124_c0_g1_i1,NET3
TRINITY_DN70136_c0_g1_i1,3BP5L
TRINITY_DN7014_c0_g1_i14,T170A
TRINITY_DN7014_c0_g1_i17,T170A
TRINITY_DN7014_c0_g1_i24,T170A
TRINITY_DN7014_c0_g1_i29,T170A
TRINITY_DN7014_c0_g1_i32,T170A
TRINITY_DN7014_c0_g1_i44,T170A
TRINITY_DN70141_c0_g1_i2,CGAS
TRINITY_DN7015_c0_g1_i3,TM234
TRINITY_DN7016_c0_g1_i3,MK14
TRINITY_DN7017_c0_g1_i20,PHB2
TRINITY_DN70179_c3_g1_i1,HXB3
TRINITY_DN70198_c0_g1_i5,TRC8
TRINITY_DN702_c4_g1_i4,RIBC2
TRINITY_DN702_c5_g1_i7,TSC2
TRINITY_DN7020_c0_g1_i48,CAYP2
TRINITY_DN7020_c0_g1_i7,CAYP2
TRINITY_DN7020_c0_g1_i9,CAYP2
TRINITY_DN70203_c0_g1_i1,SLD5
TRINITY_DN70219_c0_g1_i3,RTJK
TRINITY_DN7023_c0_g1_i7,MOB2
TRINITY_DN7025_c0_g1_i14,MPC1
TRINITY_DN7025_c0_g1_i3,MPC1
TRINITY_DN7026_c0_g1_i1,LKAM1
TRINITY_DN70263_c0_g1_i2,VRTN
TRINITY_DN70263_c0_g1_i6,VRTN
TRINITY_DN70263_c0_g1_i8,VRTN
TRINITY_DN7027_c0_g1_i10,NED4L
TRINITY_DN7027_c0_g1_i13,NED4L
TRINITY_DN70276_c0_g1_i4,FAT
TRINITY_DN7028_c0_g1_i12,AIFM3
TRINITY_DN7028_c0_g1_i14,AIFM3
TRINITY_DN7028_c0_g1_i8,AIFM3
TRINITY_DN7030_c0_g1_i1,SMU1
TRINITY_DN7030_c0_g1_i9,SMU1
TRINITY_DN70313_c0_g2_i2,R1441
TRINITY_DN70330_c0_g1_i1,KCNKI
TRINITY_DN7034_c0_g1_i4,PARG
TRINITY_DN7035_c0_g1_i6,YNF5
TRINITY_DN7035_c0_g1_i8,YNF5
TRINITY_DN70369_c0_g1_i1,BAT1
TRINITY_DN70369_c0_g1_i2,BAT1
TRINITY_DN70369_c0_g1_i4,BAT1
TRINITY_DN7038_c0_g1_i2,PATS1
TRINITY_DN7038_c0_g1_i6,PATS1
TRINITY_DN70398_c0_g1_i3,PTPM1
TRINITY_DN70398_c0_g1_i4,PTPM1
TRINITY_DN70398_c0_g1_i7,PTPM1
TRINITY_DN704_c0_g1_i14,RTBS
TRINITY_DN704_c0_g1_i17,RTBS
TRINITY_DN7041_c0_g1_i4,P20D2
TRINITY_DN7041_c0_g1_i5,P20D2
TRINITY_DN7042_c0_g1_i18,SO4A1
TRINITY_DN7042_c0_g1_i20,SO4A1
TRINITY_DN7042_c0_g1_i23,SO4A1
TRINITY_DN7042_c0_g1_i6,SO4A1
TRINITY_DN7042_c0_g1_i7,SO4C1
TRINITY_DN7042_c0_g1_i8,SO4A1
TRINITY_DN7042_c0_g1_i9,SO4C1
TRINITY_DN7044_c0_g1_i11,UNC22
TRINITY_DN70443_c0_g1_i1,POL2
TRINITY_DN7045_c0_g1_i13,E75
TRINITY_DN7045_c0_g1_i19,E75
TRINITY_DN7046_c0_g1_i6,DNLI
TRINITY_DN7047_c0_g1_i2,PG2IP
TRINITY_DN7048_c3_g1_i5,NEIL1
TRINITY_DN705_c0_g1_i2,LICH
TRINITY_DN705_c0_g1_i4,LICH
TRINITY_DN705_c0_g1_i5,LICH
TRINITY_DN7050_c0_g1_i11,DHGL
TRINITY_DN7050_c0_g1_i33,DHGL
TRINITY_DN7050_c0_g1_i37,DHGL
TRINITY_DN7050_c0_g1_i4,DHGL
TRINITY_DN7050_c0_g1_i49,DHGL
TRINITY_DN70503_c0_g1_i1,ASM3B
TRINITY_DN7051_c0_g1_i1,TLR4
TRINITY_DN7051_c0_g1_i3,TLR4
TRINITY_DN70517_c0_g1_i2,MD2BP
TRINITY_DN7052_c0_g1_i2,SST
TRINITY_DN70522_c0_g1_i1,CALCR
TRINITY_DN7053_c0_g1_i2,ADA1A
TRINITY_DN7055_c0_g1_i1,RIR2
TRINITY_DN7055_c0_g1_i11,RIR2
TRINITY_DN7055_c1_g1_i13,TIGD4
TRINITY_DN7055_c2_g2_i1,KCA10
TRINITY_DN7056_c0_g1_i7,SMAL1
TRINITY_DN7057_c0_g1_i2,TPK1
TRINITY_DN7057_c0_g1_i5,TPK1
TRINITY_DN7057_c0_g1_i6,TPK1
TRINITY_DN7058_c0_g1_i11,ELAV4
TRINITY_DN7059_c0_g1_i10,PBLD1
TRINITY_DN7059_c0_g1_i9,PBLD
TRINITY_DN70597_c0_g1_i1,CAN15
TRINITY_DN7060_c0_g1_i2,DJB6
TRINITY_DN7062_c0_g1_i2,F221A
TRINITY_DN7062_c0_g1_i5,F221A
TRINITY_DN7063_c0_g1_i10,PLS1
TRINITY_DN7063_c0_g1_i11,PLS1
TRINITY_DN7063_c0_g1_i3,PLS1
TRINITY_DN7063_c0_g1_i6,PLS1
TRINITY_DN7066_c0_g1_i7,DHX35
TRINITY_DN7066_c0_g1_i9,DHX35
TRINITY_DN7067_c0_g2_i1,PDPK1
TRINITY_DN7067_c0_g3_i2,B2LA1
TRINITY_DN7069_c0_g1_i3,PPME1
TRINITY_DN7069_c0_g1_i5,PPME1
TRINITY_DN70691_c0_g1_i2,APOA
TRINITY_DN70692_c0_g1_i1,NEK8
TRINITY_DN70692_c0_g1_i3,NEK8
TRINITY_DN7070_c2_g1_i1,PIF1
TRINITY_DN70702_c0_g1_i3,FXL16
TRINITY_DN7071_c0_g1_i18,TMM8B
TRINITY_DN7071_c0_g1_i6,TMM8B
TRINITY_DN7073_c1_g2_i10,JNK
TRINITY_DN7073_c1_g2_i8,JNK
TRINITY_DN7073_c1_g2_i9,JNK
TRINITY_DN7073_c2_g1_i3,SMRCD
TRINITY_DN7075_c0_g1_i10,TMP2L
TRINITY_DN7075_c0_g1_i5,TMP2L
TRINITY_DN70766_c0_g1_i2,KS6R
TRINITY_DN70766_c0_g1_i5,KS6R
TRINITY_DN7077_c0_g1_i16,CTNL1
TRINITY_DN7077_c0_g1_i6,CTNL1
TRINITY_DN70791_c0_g1_i5,BL1S4
TRINITY_DN70791_c0_g1_i9,BL1S4
TRINITY_DN708_c0_g1_i1,TNFL6
TRINITY_DN708_c0_g2_i1,TNFA
TRINITY_DN708_c4_g1_i1,DHGL
TRINITY_DN708_c4_g1_i4,CHDH
TRINITY_DN7082_c1_g1_i1,TLR6
TRINITY_DN7082_c1_g1_i4,TLR6
TRINITY_DN70828_c0_g1_i3,NRF6
TRINITY_DN70828_c0_g1_i7,NRF6
TRINITY_DN7083_c0_g1_i5,FUCO
TRINITY_DN70853_c0_g1_i1,HVCN1
TRINITY_DN7086_c1_g1_i12,S35E1
TRINITY_DN7086_c1_g1_i5,S35E1
TRINITY_DN70863_c0_g1_i10,RGAP1
TRINITY_DN70863_c0_g1_i7,RGAP1
TRINITY_DN70863_c0_g1_i8,RGAP1
TRINITY_DN7089_c0_g1_i11,RS9
TRINITY_DN7089_c0_g1_i2,RS9
TRINITY_DN7089_c0_g1_i3,RS9
TRINITY_DN7089_c0_g1_i5,RS9
TRINITY_DN7089_c0_g1_i9,RS9
TRINITY_DN70893_c0_g1_i4,DZIP3
TRINITY_DN709_c0_g1_i4,ZDH16
TRINITY_DN709_c1_g1_i2,DHC3A
TRINITY_DN709_c1_g2_i1,ZDHC3
TRINITY_DN70906_c0_g1_i5,HMCN1
TRINITY_DN70906_c0_g1_i7,HMCN1
TRINITY_DN70930_c0_g1_i2,SGCZ
TRINITY_DN70930_c0_g1_i7,SGCZ
TRINITY_DN7094_c0_g1_i16,ASND1
TRINITY_DN7094_c0_g1_i18,ASND1
TRINITY_DN7094_c0_g1_i7,ASND1
TRINITY_DN7098_c0_g1_i17,SH3G1
TRINITY_DN7098_c0_g1_i6,SH3G3
TRINITY_DN7098_c0_g1_i7,SH3G3
TRINITY_DN70990_c0_g1_i1,GAR1
TRINITY_DN70990_c0_g1_i3,GAR1
TRINITY_DN71_c0_g1_i15,WIPI2
TRINITY_DN71_c0_g1_i16,WIPI2
TRINITY_DN71_c0_g1_i17,WIPI2
TRINITY_DN71_c0_g1_i19,WIPI2
TRINITY_DN71_c0_g1_i7,WIPI2
TRINITY_DN71_c0_g1_i8,WIPI2
TRINITY_DN710_c0_g1_i9,PLXB
TRINITY_DN7102_c0_g1_i1,NDK
TRINITY_DN7106_c0_g1_i16,COMA1
TRINITY_DN71079_c0_g1_i1,SCP
TRINITY_DN7108_c0_g1_i2,ZZZ3
TRINITY_DN7108_c0_g1_i3,ZZZ3
TRINITY_DN7108_c0_g1_i4,ZZZ3
TRINITY_DN7109_c0_g1_i3,SACS
TRINITY_DN71101_c0_g1_i1,ITR
TRINITY_DN71101_c0_g1_i6,NPSR1
TRINITY_DN7111_c0_g1_i16,POL4
TRINITY_DN7111_c0_g1_i3,POL4
TRINITY_DN71112_c1_g1_i1,FGD3
TRINITY_DN71123_c0_g1_i1,NEUR
TRINITY_DN71123_c0_g1_i3,NEUR
TRINITY_DN7115_c0_g1_i1,SCNNA
TRINITY_DN7116_c0_g1_i13,GRL1A
TRINITY_DN7118_c1_g1_i14,RNZ1
TRINITY_DN7118_c1_g1_i7,RNZ1
TRINITY_DN7118_c1_g1_i8,RNZ
TRINITY_DN7118_c1_g1_i9,RNZ1
TRINITY_DN712_c0_g1_i17,ALMS1
TRINITY_DN7120_c0_g1_i2,FUT4
TRINITY_DN7120_c0_g2_i1,FUCTA
TRINITY_DN7120_c0_g2_i2,FUCTA
TRINITY_DN7121_c0_g1_i26,OAS3
TRINITY_DN7122_c0_g1_i10,WNT7B
TRINITY_DN7122_c0_g1_i6,WNT7B
TRINITY_DN7123_c0_g1_i26,VGR
TRINITY_DN7125_c0_g1_i29,KCNC1
TRINITY_DN7125_c0_g1_i54,KCNC1
TRINITY_DN71255_c0_g1_i2,PIF1
TRINITY_DN71255_c0_g2_i6,PIF1
TRINITY_DN7126_c0_g2_i1,NEUFC
TRINITY_DN7127_c0_g1_i5,KDSR
TRINITY_DN7127_c0_g1_i7,KDSR
TRINITY_DN7127_c0_g1_i9,KDSR
TRINITY_DN71274_c0_g1_i7,DCA10
TRINITY_DN71274_c0_g1_i9,DCA10
TRINITY_DN7128_c0_g1_i9,TRAF3
TRINITY_DN71281_c0_g1_i1,GCY3E
TRINITY_DN7129_c1_g2_i1,FZD7
TRINITY_DN71297_c0_g1_i2,INS2B
TRINITY_DN713_c0_g1_i1,INMT
TRINITY_DN713_c23_g1_i11,RASA3
TRINITY_DN713_c23_g1_i15,RASA3
TRINITY_DN713_c23_g1_i19,RASA3
TRINITY_DN713_c32_g1_i5,CFDP2
TRINITY_DN713_c39_g1_i1,LRP6
TRINITY_DN713_c5_g1_i3,LRP4
TRINITY_DN71300_c0_g1_i8,URAD
TRINITY_DN7131_c0_g1_i10,GIMA9
TRINITY_DN7131_c0_g1_i11,GIMA9
TRINITY_DN7131_c0_g1_i2,GIMA9
TRINITY_DN7131_c0_g1_i8,GIMA9
TRINITY_DN7134_c0_g1_i10,POL3
TRINITY_DN71345_c0_g1_i1,CA074
TRINITY_DN7135_c0_g1_i8,PO22
TRINITY_DN7137_c0_g1_i1,GATC
TRINITY_DN71385_c0_g1_i8,AGN12
TRINITY_DN71385_c0_g1_i9,MCH2
TRINITY_DN714_c0_g1_i13,KPBA
TRINITY_DN714_c0_g1_i18,KPBA
TRINITY_DN714_c0_g1_i6,KPBA
TRINITY_DN71410_c0_g1_i1,ROC11
TRINITY_DN71445_c0_g1_i5,ADT1
TRINITY_DN7147_c0_g1_i2,SYG2
TRINITY_DN7147_c0_g1_i32,SYG2
TRINITY_DN71496_c0_g1_i4,MTFP1
TRINITY_DN715_c0_g1_i13,SMAD3
TRINITY_DN715_c0_g1_i26,SMAD3
TRINITY_DN715_c0_g1_i28,SMAD3
TRINITY_DN715_c0_g1_i8,SMAD3
TRINITY_DN715_c1_g1_i1,MELT
TRINITY_DN715_c1_g1_i4,MELT
TRINITY_DN715_c1_g1_i5,MELT
TRINITY_DN7152_c0_g1_i1,CIA2B
TRINITY_DN7152_c0_g1_i3,CIA2B
TRINITY_DN7153_c0_g1_i2,IDI1
TRINITY_DN7154_c0_g3_i15,TTC14
TRINITY_DN7154_c0_g3_i2,TTC14
TRINITY_DN7154_c0_g3_i5,TTC14
TRINITY_DN7154_c0_g3_i9,TTC14
TRINITY_DN71547_c0_g1_i1,FGL1
TRINITY_DN71565_c0_g1_i1,FINC
TRINITY_DN716_c0_g1_i1,LITAF
TRINITY_DN716_c0_g1_i4,LITAF
TRINITY_DN716_c4_g1_i4,MYT1
TRINITY_DN716_c6_g1_i3,MOT7
TRINITY_DN7161_c0_g1_i2,AGSA
TRINITY_DN71613_c1_g1_i7,SETMR
TRINITY_DN7163_c0_g1_i5,FND3A
TRINITY_DN7164_c0_g1_i4,DRC11
TRINITY_DN7164_c0_g1_i5,DRC11
TRINITY_DN7166_c0_g1_i17,FNBP1
TRINITY_DN7166_c0_g1_i2,FNBP1
TRINITY_DN7167_c0_g1_i1,DHRS7
TRINITY_DN71683_c0_g1_i3,PIR
TRINITY_DN7169_c2_g1_i7,MYO7A
TRINITY_DN7169_c3_g1_i5,CHB
TRINITY_DN7169_c5_g2_i1,TXD12
TRINITY_DN7169_c5_g2_i5,TXD12
TRINITY_DN71690_c0_g1_i1,SYCP3
TRINITY_DN717_c2_g1_i4,CADN
TRINITY_DN717_c3_g1_i7,GSHR
TRINITY_DN7171_c1_g1_i1,RBL2A
TRINITY_DN7172_c0_g1_i1,SCRN3
TRINITY_DN7174_c0_g1_i3,MTHR
TRINITY_DN7175_c3_g1_i2,OXLD1
TRINITY_DN7176_c13_g1_i1,NPFF2
TRINITY_DN7177_c0_g1_i1,STIM1
TRINITY_DN7177_c0_g1_i16,STIM1
TRINITY_DN7177_c0_g1_i8,STIM1
TRINITY_DN71781_c0_g1_i22,DSEL
TRINITY_DN7179_c0_g2_i2,BPNT1
TRINITY_DN7179_c1_g1_i2,IFT57
TRINITY_DN7180_c0_g1_i3,SMYD5
TRINITY_DN7182_c0_g1_i4,KIF3B
TRINITY_DN7183_c1_g1_i13,RNF8
TRINITY_DN7183_c1_g1_i15,RNF8
TRINITY_DN7183_c1_g1_i2,RNF8
TRINITY_DN7184_c0_g1_i6,ACTC
TRINITY_DN7184_c0_g2_i1,ACT2
TRINITY_DN7186_c0_g1_i1,GDPD1
TRINITY_DN7186_c0_g1_i12,GDPD1
TRINITY_DN7186_c0_g1_i20,GDPD1
TRINITY_DN7186_c0_g1_i3,GDPD1
TRINITY_DN7186_c0_g1_i5,GDPD1
TRINITY_DN7187_c0_g1_i11,TM192
TRINITY_DN7187_c0_g1_i12,TM192
TRINITY_DN71880_c0_g1_i1,PGRP
TRINITY_DN71880_c0_g1_i2,PGRP
TRINITY_DN71880_c0_g1_i3,PGRP
TRINITY_DN71880_c0_g1_i5,PGRP
TRINITY_DN7189_c0_g1_i1,RM41
TRINITY_DN719_c0_g1_i20,TNPO1
TRINITY_DN719_c0_g1_i25,TNPO1
TRINITY_DN719_c0_g1_i3,TNPO1
TRINITY_DN719_c12_g1_i2,BRCC3
TRINITY_DN719_c3_g1_i18,DOCK1
TRINITY_DN719_c3_g1_i24,DOCK1
TRINITY_DN719_c3_g1_i30,DOCK1
TRINITY_DN719_c3_g1_i4,DOCK1
TRINITY_DN719_c4_g1_i2,TDIF1
TRINITY_DN719_c4_g1_i8,TDIF1
TRINITY_DN71926_c0_g1_i2,MUC4
TRINITY_DN71938_c0_g1_i4,TAF13
TRINITY_DN71938_c0_g1_i7,TAF13
TRINITY_DN7194_c1_g1_i7,SV2C
TRINITY_DN7194_c2_g1_i1,UTP20
TRINITY_DN7195_c0_g1_i12,HEAT1
TRINITY_DN7195_c0_g1_i14,HEAT1
TRINITY_DN7195_c0_g1_i2,HEAT1
TRINITY_DN7195_c0_g1_i5,HEAT1
TRINITY_DN7196_c0_g1_i4,CC162
TRINITY_DN7197_c0_g1_i2,PUR6
TRINITY_DN72_c0_g1_i2,HMCN1
TRINITY_DN72_c6_g1_i10,GDPPS
TRINITY_DN72_c6_g1_i2,GDPPS
TRINITY_DN7202_c0_g1_i4,RN103
TRINITY_DN7203_c0_g1_i3,TTC38
TRINITY_DN7203_c0_g1_i9,TTC38
TRINITY_DN7204_c0_g1_i4,KLHL2
TRINITY_DN7204_c0_g1_i9,KLHL2
TRINITY_DN7205_c0_g1_i14,TIM
TRINITY_DN7206_c0_g1_i8,FMT
TRINITY_DN721_c0_g1_i15,AGRG6
TRINITY_DN721_c0_g1_i2,DMBTL
TRINITY_DN7211_c0_g1_i4,SO4A1
TRINITY_DN7211_c0_g2_i1,HMCES
TRINITY_DN7211_c0_g2_i3,HMCES
TRINITY_DN7211_c0_g2_i4,HMCES
TRINITY_DN7211_c0_g2_i5,HMCES
TRINITY_DN7211_c0_g2_i7,HMCES
TRINITY_DN7212_c0_g1_i2,WASF3
TRINITY_DN7213_c0_g1_i1,TBB4B
TRINITY_DN72155_c0_g1_i2,TMM17
TRINITY_DN7217_c0_g1_i3,PP4P2
TRINITY_DN7217_c0_g1_i5,PP4P2
TRINITY_DN7218_c0_g1_i1,REEP2
TRINITY_DN7218_c0_g1_i10,REEP2
TRINITY_DN722_c0_g1_i5,MOT13
TRINITY_DN7220_c0_g2_i3,CEBPZ
TRINITY_DN7221_c0_g1_i3,SYTC
TRINITY_DN7223_c0_g1_i7,ARI5B
TRINITY_DN72236_c0_g1_i1,TLR4
TRINITY_DN7228_c0_g1_i31,GCN1
TRINITY_DN723_c0_g2_i1,CP2U1
TRINITY_DN723_c0_g2_i10,CP2G1
TRINITY_DN723_c0_g2_i14,CP270
TRINITY_DN723_c0_g2_i15,CP2G1
TRINITY_DN723_c0_g2_i16,CP2U1
TRINITY_DN723_c0_g2_i17,CP2U1
TRINITY_DN723_c0_g2_i18,CP270
TRINITY_DN723_c0_g2_i4,CP2U1
TRINITY_DN723_c0_g2_i5,CP2G1
TRINITY_DN723_c0_g2_i8,CP2U1
TRINITY_DN72316_c0_g1_i1,MOXD1
TRINITY_DN7233_c0_g2_i6,S17A5
TRINITY_DN7233_c0_g2_i7,S17A5
TRINITY_DN7237_c0_g1_i6,NOX5
TRINITY_DN72396_c0_g1_i1,PLMN
TRINITY_DN724_c0_g1_i4,ANKH1
TRINITY_DN7241_c0_g1_i12,TCO2
TRINITY_DN7241_c0_g1_i16,TCO2
TRINITY_DN7241_c1_g1_i4,SIK3
TRINITY_DN7241_c1_g1_i5,SIK3
TRINITY_DN7243_c0_g1_i3,TCPE
TRINITY_DN72436_c0_g1_i10,SCRB2
TRINITY_DN72436_c0_g1_i4,SCRB2
TRINITY_DN7245_c0_g1_i6,FYN
TRINITY_DN7246_c0_g1_i8,PRCC
TRINITY_DN7248_c0_g1_i3,COCA1
TRINITY_DN7248_c0_g1_i4,COCA1
TRINITY_DN7248_c0_g1_i5,COCA1
TRINITY_DN7248_c0_g1_i9,COCA1
TRINITY_DN7250_c1_g1_i1,TF3C6
TRINITY_DN7251_c0_g1_i13,DIEXF
TRINITY_DN7251_c0_g1_i14,PLHD1
TRINITY_DN7251_c0_g1_i15,PLHD1
TRINITY_DN7251_c0_g1_i9,DIEXF
TRINITY_DN7252_c0_g1_i10,CCND2
TRINITY_DN7252_c0_g1_i15,CCND2
TRINITY_DN7253_c0_g1_i2,ZN622
TRINITY_DN7253_c0_g1_i6,ZN622
TRINITY_DN7254_c0_g1_i3,ISOC1
TRINITY_DN72571_c0_g1_i1,PIF1
TRINITY_DN7259_c0_g1_i3,CWC25
TRINITY_DN7259_c1_g1_i6,CWC25
TRINITY_DN7261_c0_g1_i12,TRI56
TRINITY_DN72614_c0_g1_i1,SAM9L
TRINITY_DN7265_c0_g1_i1,YG31B
TRINITY_DN7265_c0_g1_i2,YG31B
TRINITY_DN7267_c0_g1_i7,HERC2
TRINITY_DN7268_c0_g1_i8,MYL9
TRINITY_DN7269_c0_g2_i3,SMAP1
TRINITY_DN7269_c0_g2_i5,SMAP1
TRINITY_DN7275_c0_g1_i1,PC11X
TRINITY_DN7275_c0_g1_i4,PC11X
TRINITY_DN72750_c1_g1_i2,YTX2
TRINITY_DN7276_c1_g1_i3,GIMA4
TRINITY_DN7277_c0_g1_i1,RPN1
TRINITY_DN7279_c0_g1_i15,PXL2C
TRINITY_DN7279_c0_g1_i6,PXL2C
TRINITY_DN728_c0_g1_i2,HS12A
TRINITY_DN7280_c0_g1_i3,HS3S4
TRINITY_DN72801_c0_g1_i2,ACHA4
TRINITY_DN72826_c0_g1_i13,ELOV7
TRINITY_DN72826_c0_g1_i23,ELOV4
TRINITY_DN72826_c0_g1_i45,ELOV7
TRINITY_DN7285_c0_g1_i2,CE295
TRINITY_DN72890_c0_g1_i4,ODH
TRINITY_DN729_c0_g1_i2,CTL2
TRINITY_DN729_c0_g1_i4,CTL2
TRINITY_DN729_c0_g1_i5,CTL2
TRINITY_DN7291_c0_g1_i12,MTNK
TRINITY_DN7291_c0_g1_i15,MTNK
TRINITY_DN7292_c0_g1_i3,DI3L2
TRINITY_DN72930_c0_g1_i1,PXDN
TRINITY_DN7294_c1_g1_i1,ACTM
TRINITY_DN7294_c1_g1_i2,ACTM
TRINITY_DN7294_c1_g1_i3,ACTM
TRINITY_DN7294_c1_g1_i4,ACTM
TRINITY_DN7294_c1_g2_i1,ACT1
TRINITY_DN72946_c0_g1_i1,B910
TRINITY_DN72953_c0_g1_i20,TELO2
TRINITY_DN72953_c0_g1_i6,TELO2
TRINITY_DN7298_c0_g1_i7,CC148
TRINITY_DN73_c0_g1_i2,LOX
TRINITY_DN73_c0_g1_i3,LOX5
TRINITY_DN7300_c0_g1_i11,PDZD7
TRINITY_DN7300_c0_g1_i21,PDZD7
TRINITY_DN7300_c0_g1_i3,PDZD7
TRINITY_DN73001_c0_g1_i16,CCD43
TRINITY_DN7303_c0_g1_i10,TOP1
TRINITY_DN7304_c0_g1_i11,TRAF4
TRINITY_DN7304_c0_g1_i14,TRAF4
TRINITY_DN7305_c4_g1_i18,INT8
TRINITY_DN7305_c4_g1_i25,INT8
TRINITY_DN7305_c4_g1_i26,INT8
TRINITY_DN73051_c0_g1_i2,PLMN
TRINITY_DN73051_c0_g1_i7,PLMN
TRINITY_DN7307_c0_g1_i1,CEPU1
TRINITY_DN7307_c0_g1_i15,CEPU1
TRINITY_DN73096_c0_g1_i1,RN170
TRINITY_DN7313_c0_g1_i12,RHOQ
TRINITY_DN7313_c0_g1_i8,RHOQ
TRINITY_DN73133_c0_g1_i1,AL4A1
TRINITY_DN73152_c0_g1_i5,NHX7
TRINITY_DN7316_c0_g1_i3,MYORG
TRINITY_DN7318_c0_g1_i5,TM86A
TRINITY_DN7319_c0_g1_i1,IQCE
TRINITY_DN7319_c0_g1_i14,IQCE
TRINITY_DN7319_c0_g1_i4,IQCE
TRINITY_DN7319_c0_g1_i6,IQCE
TRINITY_DN7319_c0_g2_i1,DIC
TRINITY_DN7319_c1_g1_i7,R3HCL
TRINITY_DN7319_c6_g1_i1,RL21
TRINITY_DN73190_c0_g1_i1,EI2BB
TRINITY_DN73190_c0_g1_i3,EI2BB
TRINITY_DN732_c0_g1_i3,RT18B
TRINITY_DN7321_c0_g1_i2,ANX11
TRINITY_DN7322_c0_g1_i6,CIR1
TRINITY_DN7322_c0_g1_i8,CIR1
TRINITY_DN73255_c0_g1_i1,CTL2
TRINITY_DN7326_c0_g1_i8,FBX41
TRINITY_DN7327_c0_g2_i1,GLRK
TRINITY_DN7327_c0_g2_i2,GLRK
TRINITY_DN73291_c0_g1_i1,KCNAW
TRINITY_DN7332_c0_g1_i4,FADS6
TRINITY_DN7334_c0_g1_i12,SPG7
TRINITY_DN7334_c0_g1_i13,SPG7
TRINITY_DN7334_c0_g1_i18,SPG7
TRINITY_DN7334_c0_g1_i7,SPG7
TRINITY_DN7334_c1_g1_i15,PEMT
TRINITY_DN7334_c1_g1_i16,PEMT
TRINITY_DN7335_c0_g1_i3,RPB7
TRINITY_DN7335_c0_g1_i5,RPB7
TRINITY_DN7337_c1_g1_i2,PSD11
TRINITY_DN7338_c0_g1_i26,NIPA2
TRINITY_DN7338_c0_g1_i3,NIPA2
TRINITY_DN7338_c0_g1_i4,NIPA2
TRINITY_DN7340_c0_g1_i1,AKCL2
TRINITY_DN7340_c0_g1_i12,AK1A1
TRINITY_DN7340_c0_g1_i2,AK1A1
TRINITY_DN7340_c0_g1_i5,AKCL2
TRINITY_DN73424_c0_g1_i1,PTPRJ
TRINITY_DN73437_c0_g1_i3,OAR
TRINITY_DN73447_c0_g2_i1,FAXC
TRINITY_DN73452_c0_g1_i9,CCKAR
TRINITY_DN735_c0_g1_i10,DYH6
TRINITY_DN7351_c0_g1_i1,SCP2
TRINITY_DN7351_c0_g1_i18,SCP2
TRINITY_DN7351_c0_g1_i8,SCP2
TRINITY_DN73515_c0_g1_i4,PA2A1
TRINITY_DN7352_c0_g1_i1,SYFM
TRINITY_DN7353_c0_g1_i10,CNTP5
TRINITY_DN7353_c0_g1_i6,CNTP5
TRINITY_DN7356_c0_g1_i1,FA1B1
TRINITY_DN73560_c0_g1_i3,CHDH
TRINITY_DN73560_c0_g2_i4,DHGL
TRINITY_DN73560_c0_g2_i5,BETA
TRINITY_DN73560_c0_g2_i8,BETA
TRINITY_DN7359_c0_g1_i10,ING3
TRINITY_DN7359_c0_g1_i5,ING3
TRINITY_DN73593_c0_g1_i1,SAMH1
TRINITY_DN7363_c0_g1_i4,SMCA5
TRINITY_DN73640_c0_g1_i1,BGH3
TRINITY_DN73640_c0_g1_i3,BGH3
TRINITY_DN7366_c0_g1_i3,VAMP4
TRINITY_DN7368_c0_g1_i2,KPSH1
TRINITY_DN73682_c0_g1_i3,PTK7
TRINITY_DN7369_c0_g1_i9,ITPR1
TRINITY_DN737_c0_g1_i28,TX264
TRINITY_DN737_c0_g1_i29,TX264
TRINITY_DN7371_c7_g1_i1,RBNS5
TRINITY_DN73712_c0_g1_i9,HELLS
TRINITY_DN7372_c0_g2_i1,VAO15
TRINITY_DN7373_c0_g1_i1,FBCD1
TRINITY_DN73742_c0_g1_i2,CSMD1
TRINITY_DN73742_c0_g1_i3,CSMD2
TRINITY_DN73788_c0_g1_i2,TRIM2
TRINITY_DN73788_c0_g2_i3,TRIM2
TRINITY_DN73788_c0_g2_i4,TRIM2
TRINITY_DN73793_c0_g1_i2,FCNV1
TRINITY_DN73793_c0_g1_i5,FCNV1
TRINITY_DN73793_c0_g1_i7,FBCDB
